tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I
1,37,63,295,2392,62.94736842105263,37.96825396825397,8.108474576271187,0.0610169491525423,0.2857142857142857,0.4736842105263157,0.6031746031746031,0.1723356009070294,16.857215650591446,-0.37708487527153894,27.692242848175056,,,
2,34,61,311,2254,64.4,36.950819672131146,7.247588424437299,0.7717041800643086,3.9344262295081966,6.857142857142857,0.5737704918032787,2.2574576726686373,16.223658536585372,-0.3901898806007414,26.06613603218948,,,
3,17,30,139,1138,63.22222222222222,37.93333333333333,8.18705035971223,0.4172661870503597,1.9333333333333331,3.2222222222222223,0.6,1.16,15.663703703703703,-0.4041459832816936,21.040127897681852,,,
4,27,47,201,1758,62.785714285714285,37.40425531914894,8.746268656716419,0.0597014925373134,0.2553191489361702,0.4285714285714285,0.5957446808510638,0.1521050248981439,17.62378920953576,-0.38108709934046,24.383507991955124,,,
5,25,46,201,1756,67.53846153846153,38.17391304347826,8.7363184079602,0.0497512437810945,0.217391304347826,0.3846153846153846,0.5652173913043478,0.1228733459357277,15.768147174770032,-0.3832669272647538,23.970077150479487,,,
6,29,60,228,1842,61.4,30.7,8.078947368421053,0.0657894736842105,0.25,0.5,0.5,0.125,14.485679314565488,-0.39097629569584863,22.59298245614035,,,
7,22,76,371,2684,116.69565217391305,35.31578947368421,7.234501347708895,0.0161725067385444,0.0789473684210526,0.2608695652173913,0.3026315789473684,0.0238919667590027,12.724839255499152,-0.406272013362684,21.516763607131036,,,
8,23,38,135,1032,43.0,27.157894736842106,7.644444444444445,8.296296296296296,29.473684210526315,46.66666666666666,0.631578947368421,18.614958448753463,16.19460869565217,-0.4077511743998714,19.267446393762185,,,
9,30,54,218,1874,60.45161290322581,34.7037037037037,8.596330275229358,4.284403669724771,17.296296296296298,30.12903225806452,0.5740740740740741,9.929355281207132,16.964449818621528,-0.38113873018552785,24.43334465964435,,,
10,2,3,15,118,39.333333333333336,39.333333333333336,7.866666666666666,17.066666666666666,85.33333333333333,85.33333333333333,1.0,85.33333333333333,20.99034482758621,-0.8055895833104003,16.400000000000002,,,
11,36,72,317,2392,64.64864864864865,33.22222222222222,7.545741324921136,4.214511041009464,18.55555555555556,36.108108108108105,0.5138888888888888,9.535493827160494,16.557292659675884,-0.38792574710277794,25.589321182381124,,,
12,13,20,85,676,48.285714285714285,33.8,7.952941176470588,6.211764705882353,26.4,37.71428571428572,0.7,18.48,16.20190476190476,-0.42340209504527476,18.250980392156862,,,
13,12,32,175,1538,118.3076923076923,48.0625,8.788571428571428,1.5771428571428572,8.625,21.23076923076923,0.40625,3.50390625,18.14904899135446,-0.41042621133657003,22.950357142857143,,,
14,23,40,177,1364,56.833333333333336,34.1,7.706214689265536,0.2033898305084746,0.9,1.5,0.6,0.54,16.579706362153335,-0.399887903845136,21.602071563088515,,,
15,13,30,128,1084,77.42857142857143,36.13333333333333,8.46875,2.2578125,9.633333333333333,20.642857142857142,0.4666666666666667,4.495555555555556,17.182370062370058,-0.41627146730302744,19.200694444444444,,,
16,10,20,99,824,74.9090909090909,41.2,8.323232323232324,0.1313131313131313,0.65,1.181818181818182,0.55,0.3575,17.955388739946383,-0.43033889178544654,19.84107744107744,,,
17,26,44,191,1600,59.25925925925926,36.36363636363637,8.37696335078534,4.560209424083769,19.795454545454547,32.25925925925926,0.6136363636363636,12.147210743801654,16.915363128491617,-0.3865955446714562,23.580199904807234,,,
18,16,45,179,1324,77.88235294117646,29.42222222222222,7.396648044692737,2.8659217877094973,11.4,30.176470588235293,0.3777777777777777,4.306666666666667,15.07070707070707,-0.4233766210183923,17.60629008897165,,,
19,13,18,90,830,59.285714285714285,46.111111111111114,9.222222222222221,1.011111111111111,5.055555555555555,6.5,0.7777777777777778,3.9320987654320985,21.46351706036745,-0.4031975979786542,22.777777777777782,,,
20,9,15,64,592,59.2,39.46666666666667,9.25,1.0,4.266666666666667,6.4,0.6666666666666666,2.844444444444444,15.299531772575254,-0.43091562690647134,19.23888888888889,,,
21,23,68,327,2634,109.75,38.73529411764706,8.055045871559633,0.6452599388379205,3.1029411764705883,8.791666666666666,0.3529411764705882,1.0951557093425606,18.1722735042735,-0.39246588290365675,23.263446663068894,,,
22,16,31,142,1278,75.17647058823529,41.225806451612904,9.0,0.3169014084507042,1.4516129032258065,2.647058823529412,0.5483870967741935,0.7960457856399583,20.22971631205674,-0.39721360051506877,22.0752688172043,,,
23,3,3,9,78,19.5,26.0,8.666666666666666,25.77777777777778,77.33333333333333,58.0,1.3333333333333333,103.1111111111111,18.508837209302325,-0.6153109301864171,12.555555555555555,,,
24,9,10,48,388,38.8,38.8,8.083333333333334,10.541666666666666,50.6,50.6,1.0,50.6,20.340529100529107,-0.4419993127967821,18.627777777777776,,,
25,16,35,153,1164,68.47058823529412,33.25714285714286,7.607843137254902,0.0849673202614379,0.3714285714285714,0.7647058823529411,0.4857142857142857,0.1804081632653061,18.67267822736031,-0.41705150173728384,18.95499533146592,,,
26,16,29,207,1526,89.76470588235294,52.62068965517241,7.371980676328502,0.391304347826087,2.793103448275862,4.764705882352941,0.5862068965517241,1.637336504161712,14.307866473149488,-0.4077975396547389,25.330890110500306,,,
27,4,10,60,490,98.0,49.0,8.166666666666666,11.1,66.6,133.2,0.5,33.3,16.31411255411255,-0.532634107706659,20.38888888888889,,,
,,,,,,,,,,,,,,,,,,
tale_id,episode_id,sentence,num_words,num_clauses,dep_distance,Eventfulness,I,,,,,,,,,,,
1,1,Was geschah bei den Olympischen Spielen in Paris im Jahr 1900?,12,1,66,1.0,66.0,,,,,,,inf,22.666666666666668,,,
1,2,Was geschah bei den Olympischen Spielen 1924 in Paris?,10,1,45,1.0,45.0,,,,,,,inf,16.0,,,
1,3,Olympische Spiele in Paris im Jahr 2024,7,1,21,1.0,21.0,,,,,,,inf,8.333333333333334,,,
1,4,Erforschend der Geschichte der Olympischen Spiele in Paris 1900 und 1924,11,2,55,1.0,55.0,,,,,,,inf,20.0,,,
1,5,"Paris, die Stadt der Lichter, liegt im Zentrum der Île-de-France und ist eine der schönsten Städte der Welt.",21,4,119,0.5,59.5,,,,,,,0.2111608100565124,21.666666666666668,,,
1,5,Die mehr als 2.000 Jahre alte Stadt glänzt immer noch und positioniert sich als führender Veranstaltungsort für historische Ereignisse wie den Weltsport.,23,6,141,0.5,70.5,,,,,,,0.21473340925393317,25.333333333333332,,,
1,6,Paris ist Gastgeber der Olympischen und Paralympischen Sommerspiele 2024.,10,2,45,0.3333333333333333,15.0,,,,,,,-0.006277021282557138,7.111111111111111,,,
1,6,"Ob wir einen Blick auf die Geschichte werfen, war Paris bereits zweimal Austragungsort der Olympischen Spiele – erstmals im Jahr 1900 und zum zweiten Mal im Jahr 1924.",30,5,381,0.3333333333333333,127.0,,,,,,,0.05335433105416795,44.44444444444445,,,
1,6,"Werfen wir einen Blick darauf, wie alles begann.",10,3,31,0.3333333333333333,10.333333333333332,,,,,,,-0.02785647609402921,5.5555555555555545,,,
1,7,Der französische Pädagoge und Historiker Pierre de Coubertin gründete am 23.,12,2,48,0.5,24.0,,,,,,,0.22490011420805703,10.5,,,
1,7,"Juni 1894 auf dem Olympischen Kongress das Internationale Olympische Komitee mit dem Ziel, den Sport als eine Möglichkeit zur Wiederbelebung der Olympischen Spiele imantiken Griechenlandzu fördern.",28,3,252,0.5,126.0,,,,,,,0.2644089838892039,44.5,,,
1,8,"Ein wichtiger Schritt bei der Organisation der Olympischen Spiele war die Möglichkeit, dass Städte sich um die Ausrichtung der Spiele bewerben konnten, um sicherzustellen, dass das spektakuläre Ereignis einem breiteren Publikum auf der ganzen Welt zugänglich gemacht würde.",42,6,551,1.0,551.0,,,,,,,inf,186.66666666666666,,,
1,9,Die Gründung des Internationalen Olympischen Komitees wird seit 1948 jedes Jahr am 23.,14,1,69,0.5,34.5,,,,,,,0.2582347083053175,14.666666666666666,,,
1,9,Juni als Internationaler Olympischer Tag gefeiert.,7,2,21,0.5,10.5,,,,,,,0.2059137783378263,6.666666666666667,,,
1,10,Zu Beginn der Wiedereinführung derOlympischen Spielewar das Interesse an einer so großen Sportveranstaltung ziemlich gering.,16,1,76,0.3333333333333333,25.333333333333332,,,,,,,0.060991435856040256,11.888888888888888,,,
1,10,"Es gab Kontroversen darüber, welche Art von Spielen dauerhaft verfügbar sein sollten.",14,3,51,0.3333333333333333,17.0,,,,,,,0.04503893674728243,9.111111111111112,,,
1,10,"Sportarten wie Boule, Angeln und Hurling wurden nicht als legitime Spiele anerkannt.",14,5,61,0.3333333333333333,20.333333333333332,,,,,,,0.05272176762054237,10.222222222222221,,,
1,11,"Die Olympischen Spiele 1900 fanden im Rahmen derExposition Universelle(Weltausstellung) statt, einer Veranstaltung zur Würdigung der Errungenschaften des vergangenen Jahrhunderts und der Entwicklungen im nächsten Jahrhundert.",30,5,255,0.5,127.5,,,,,,,0.30006652806016715,46.333333333333336,,,
1,11,"DieExposition Universellekonkurrierte mit den Olympischen Spielen – sie erregten jedoch nicht so viel Aufmerksamkeit wie erwartet, da es viele Konkurrenzveranstaltungen gab.",23,5,148,0.5,74.0,,,,,,,0.29051855551955597,28.5,,,
1,12,"Paris stand als Austragungsort der internationalen Spiele vor vielen Herausforderungen, unter anderem im Hinblick darauf, welche Sportarten zu diesem Zeitpunkt und in Zukunft als Teil der Olympischen Spiele anerkannt werden würden.",34,7,529,0.5,264.5,,,,,,,0.31529609028773725,92.33333333333333,,,
1,12,"Pierre de Coubertin musste sich mit den Organisatoren derExposition Universelleauseinandersetzen, um den Sportveranstaltungen den Titel Olympische Spiele zuzuerkennen, die teilweise erst spät aufgenommen wurden.",27,3,183,0.5,91.5,,,,,,,0.2998651834721237,34.666666666666664,,,
1,13,"Aufgrund der Verzögerung war vielen Sportlern nicht bewusst, dass sie überhaupt an den Olympischen Spielen teilgenommen hatten – stattdessen gingen viele davon aus, dass sie an derExposition Universelleteilnahmen.",31,6,256,1.0,256.0,,,,,,,inf,90.0,,,
1,14,"Trotz der Herausforderungen fanden traditionelle Wettkämpfe wie Schwimmen, Hoch- und Weitsprünge, Hürdenlauf sowie Turnen und Radfahren statt.",20,6,120,0.5,60.0,,,,,,,0.30011616673566205,24.833333333333332,,,
1,14,"Zu den Olympischen Spielen 1900 gehörten auch ein Marathonlauf, Freistilschwimmen und Fechten.",14,3,91,0.5,45.5,,,,,,,0.2936352208223431,20.0,,,
1,15,Der amerikanische Athlet Ray Ewry im Stehend-Weitsprung bei den Olympischen Spielen 1900 in Paris.,15,1,60,0.5,30.0,,,,,,,0.2854237073892629,15.166666666666666,,,
1,15,"Er gewann Goldmedaillen in allen drei Springwettbewerben, darunter im Hochsprung und im Dreisprung.",15,3,105,0.5,52.5,,,,,,,0.30063608029204675,22.666666666666668,,,
1,16,"Der Langstreckenläufer Michel Théato nimmt am Marathon der Olympischen Spiele 1900 in Paris teil, den er gewann.",19,2,106,1.0,106.0,,,,,,,inf,41.0,,,
1,17,28 Länder schickten Athleten zu insgesamt 95 Wettkämpfen.,9,1,21,0.5,10.5,,,,,,,0.24332646665832955,9.333333333333334,,,
1,17,So weit entfernte Länder wie Haiti und Peru beteiligten sich.,11,3,39,0.5,19.5,,,,,,,0.2757830170738557,12.333333333333334,,,
1,18,"Bei den Olympischen Spielen 1900 waren zum ersten Mal Frauen vertreten – allerdings mit eingeschränktem Zugang zu den Veranstaltungen, da Pierre de Coubertin die Teilnahme von Frauen an öffentlichen Wettbewerben missbilligte.",33,4,353,0.5,176.5,,,,,,,0.33083586661585623,65.0,,,
1,18,"Dennoch traten 22 Frauen in fünf Sportarten an: Tennis, Segeln, Golf, Reiten und Krocket.",19,6,154,0.5,77.0,,,,,,,0.3173180079937939,31.833333333333332,,,
1,19,"Allerdings hatte die Golferin Margaret Abbott wie einige andere Sportlerinnen keine Ahnung, dass sie an den Olympischen Spielen teilnahm und dass sie die erste Amerikanerin war, die eine olympische Veranstaltung gewann.",34,7,499,1.0,499.0,,,,,,,inf,173.0,,,
1,20,Die amerikanische Golfspielerin Margaret Abbott spielt bei den Olympischen Spielen der Frauen im 19.,15,1,60,0.3333333333333333,20.0,,,,,,,0.0888494724386102,13.444444444444443,,,
1,20,Jahrhundert.,2,1,1,0.3333333333333333,0.3333333333333333,,,,,,,0.5444247362193051,6.888888888888888,,,
1,20,Sie gewann mit einer Punktzahl von 47 Schlägen.,9,1,21,0.3333333333333333,7.0,,,,,,,0.02289972486811187,9.11111111111111,,,
1,21,Die britische Tennisspielerin Charlotte Cooper gewann die Einzelmeisterschaft und wurde die erste Einzel-Olympiasiegerin.,14,2,91,0.5,45.5,,,,,,,0.31211550653943276,22.333333333333332,,,
1,21,Sie gewann auch das Mixed-Doppel.,6,1,15,0.5,7.5,,,,,,,0.22629014513807935,9.666666666666666,,,
1,22,"Paris war die erste Stadt, in der die Olympischen Spiele zweimal stattfanden.",14,2,91,0.3333333333333333,30.333333333333332,,,,,,,0.10754014372467395,17.555555555555554,,,
1,22,Bis 1924 nahm das Interesse auf internationaler Ebene zu.,10,2,25,0.3333333333333333,8.333333333333332,,,,,,,0.04214433824497336,10.222222222222221,,,
1,22,Diesmal schickten 44 Länder Athleten.,6,1,11,0.3333333333333333,3.6666666666666665,,,,,,,-0.06699026449391736,8.666666666666666,,,
1,23,"Leichtathletik und ein neues olympisches Schwimmbad mit markierten Wege sorgten für einen spannenden Wettkampf unter den wachsenden Spitzensportlern, die an den Spielen teilnahmen.",25,3,237,1.0,237.0,,,,,,,inf,87.0,,,
1,24,Einer dieser Athleten war der zukünftige FilmstarJohnny Weissmüller.,9,1,29,1.0,29.0,,,,,,,inf,18.0,,,
1,25,"Der amerikanische Schwimmer Johnny Weissmuller machte auf die Olympischen Spiele 1924 aufmerksam, indem er das 100-m- und 400-m-Freistil-Schwimmen sowie die 4 x 200-m-Staffel-Teamrennen dominierte.",26,3,175,1.0,175.0,,,,,,,inf,67.0,,,
1,26,"Der britische Athlet Harold Abrahams gewann den 100-Meter-Lauf in einer Zeit von 10,6 Sekunden.",15,1,60,1.0,60.0,,,,,,,inf,29.0,,,
1,27,"Der britische Athlet Eric Liddell weigerte sich aus religiösen Gründen, am Sonntag beim 100-Meter-Rennen teilzunehmen.",17,2,81,0.5,40.5,,,,,,,0.31827045763525935,22.666666666666668,,,
1,27,"Er nahm an den 400 Metern teil, die an einem Wochentag stattfanden, und gewann.",17,4,121,0.5,60.5,,,,,,,0.32794919854197224,29.333333333333332,,,
1,28,Die britischen Athleten Harold Abrahams und Eric Liddell waren später im Oscar-prämierten Film „Chariots of Fire“ von 1981 zu sehen.,23,2,141,1.0,141.0,,,,,,,inf,56.666666666666664,,,
1,29,Die Vereinigten Staaten hatten das Kommando über die Olympischen Spiele 1924.,12,1,42,0.5,21.0,,,,,,,0.29928472788820243,16.833333333333332,,,
1,29,"Das Team gewann insgesamt 32 Medaillen, wobei der Weitspringer William DeHart Hubbard der erste schwarze Amerikaner war, der eine olympische Goldmedaille gewann.",25,3,256,0.5,128.0,,,,,,,0.3440932586634669,52.5,,,
1,30,"Der französische Fechter Roger Ducret gewann fünf Medaillen, davon drei Goldmedaillen.",13,2,78,1.0,78.0,,,,,,,inf,36.333333333333336,,,
1,31,"An den Olympischen Spielen 1924 nahmen 135 Frauen teil, allerdings beschränkte sich ihre Teilnahme noch auf Sportarten wie Schwimmen, Tennis, Tauchen und Fechten.",27,7,186,1.0,186.0,,,,,,,inf,72.66666666666667,,,
1,32,"Die Spiele von 1924 waren die ersten Spiele, in denen Frauenfechten eingeführt wurde, und wurden von der dänischen Florettfechterin Ellen Ossier gewonnen.",25,4,156,0.5,78.0,,,,,,,0.33860145206488457,36.833333333333336,,,
1,32,"Die Mitglieder der US-amerikanischen Damen-Schwimmmannschaft, zu denen auch die Athletinnen Ethel Lackie und Getrude Ederle gehörten, holten insgesamt zehn Medaillen und die französische Tennisspielerin Julie Vlasto gewann Silber im Tennis-Einzel.",33,5,468,0.5,234.0,,,,,,,0.3555287951023935,88.83333333333333,,,
1,33,Dieses Mal kamen zu den Olympischen Spielen täglich bis zu 60.000 Zuschauer.,13,2,51,1.0,51.0,,,,,,,inf,28.333333333333332,,,
1,34,"Mit den Olympischen Spielen 1924 wurde das Ritual der Abschlusszeremonie eingeführt, das bis heute angewendet wird und bei dem die Flagge des Internationalen Olympischen Komitees, die Flagge des Gastgeberlandes und die Flagge des nächsten Gastgeberlandes gehisst werden.",40,6,582,1.0,582.0,,,,,,,inf,205.66666666666666,,,
1,35,Im Jahr 2024 ist Paris zum dritten Mal Austragungsort der Olympischen Spiele.,13,1,42,0.5,21.0,,,,,,,0.30503698504256666,18.833333333333332,,,
