tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I
1,8,71,508,3142,349.1111111111111,44.25352112676056,6.18503937007874,1.06496062992126,7.619718309859155,60.11111111111112,0.1267605633802817,0.9658797857567942,9.224094861660078,-0.4737078373256889,19.4795201656131,,,
2,16,134,1003,6556,385.6470588235294,48.92537313432836,6.536390827517447,0.3030907278165503,2.2686567164179103,17.88235294117647,0.126865671641791,0.2878146580530185,9.6103487064117,-0.42127363098737597,23.82058798728194,,,
3,10,152,1091,6906,627.8181818181819,45.43421052631579,6.329972502291476,0.1924839596700275,1.381578947368421,19.09090909090909,0.0723684210526315,0.0999826869806094,10.214380750176929,-0.45345195758621787,20.588061009535753,,,
4,9,53,473,3182,318.2,60.0377358490566,6.7272727272727275,0.7758985200845666,6.9245283018867925,36.7,0.1886792452830188,1.3065147739409044,9.735481927710849,-0.4482095270828917,25.255002858776447,,,
5,7,39,375,2500,312.5,64.1025641025641,6.666666666666667,0.336,3.230769230769231,15.75,0.2051282051282051,0.6627218934911242,9.28881827209533,-0.46924285519063896,25.923076923076923,,,
6,10,44,424,2838,258.0,64.5,6.693396226415095,0.9575471698113208,9.227272727272728,36.90909090909091,0.25,2.3068181818181817,10.786215993404776,-0.4395547400433401,27.06446540880503,,,
7,6,79,599,4016,573.7142857142857,50.835443037974684,6.704507512520868,0.9031719532554258,6.848101265822785,77.28571428571429,0.0886075949367088,0.6067937830475886,9.135950769230767,-0.4900548507353384,21.17998351683185,,,
8,18,108,881,5780,304.2105263157895,53.51851851851852,6.56072644721907,1.778660612939841,14.50925925925926,82.47368421052632,0.1759259259259259,2.5525548696844997,10.307147595356549,-0.41338372928657846,26.026414988579194,,,
9,7,50,367,2400,300.0,48.0,6.539509536784741,1.1825613079019073,8.68,54.25,0.16,1.3888,9.310891089108909,-0.4777998711182967,20.513169845594913,,,
10,4,42,376,2570,514.0,61.19047619047619,6.835106382978723,0.7978723404255319,7.142857142857143,60.0,0.119047619047619,0.8503401360544217,8.939279778393349,-0.5437004087225864,24.008527524484972,,,
11,8,52,489,3168,352.0,60.92307692307692,6.478527607361963,2.2699386503067487,21.346153846153847,123.33333333333331,0.173076923076923,3.694526627218935,9.78589147286822,-0.46120509332061044,25.133868176812964,,,
12,6,54,424,2850,407.14285714285717,52.77777777777778,6.721698113207547,1.0872641509433962,8.537037037037036,65.85714285714286,0.1296296296296296,1.1066529492455417,9.286143344709895,-0.48891491167561457,21.83315863032844,,,
13,17,172,1266,7684,426.8888888888889,44.674418604651166,6.069510268562401,0.6879936808846762,5.063953488372093,48.388888888888886,0.1046511627906976,0.5299486208761492,6.990733019502354,-0.4287155728396881,22.581309624404522,,,
14,20,146,1027,7284,346.85714285714283,49.89041095890411,7.092502434274587,0.1645569620253164,1.1575342465753424,8.047619047619047,0.1438356164383561,0.1664946519046725,10.519222780569514,-0.40283491879060157,25.66097113105957,,,
15,13,107,839,5446,389.0,50.89719626168224,6.491060786650775,0.3182359952324195,2.4953271028037385,19.071428571428573,0.1308411214953271,0.3264913966285265,9.647602131438717,-0.43174517667285645,23.46275234944434,,,
16,3,6,96,542,135.5,90.33333333333333,5.645833333333333,3.489583333333333,55.833333333333336,83.75,0.6666666666666666,37.22222222222222,8.31309734513274,-0.6262150849403519,32.99305555555555,,,
17,10,96,626,4484,407.6363636363636,46.708333333333336,7.1629392971246,1.1996805111821087,7.822916666666667,68.27272727272727,0.1145833333333333,0.8963758680555556,9.02221035771489,-0.44030108139575025,21.290424210152647,,,
18,3,11,116,704,176.0,64.0,6.068965517241379,13.172413793103448,138.9090909090909,382.0,0.3636363636363636,50.51239669421488,7.263388704318935,-0.6244738174340144,24.35632183908046,,,
19,11,97,777,5388,449.0,55.54639175257732,6.934362934362935,1.3230373230373231,10.597938144329897,85.66666666666667,0.1237113402061855,1.3110851312573069,11.512770658418033,-0.4329848139316887,24.49358489564675,,,
20,19,81,709,4648,232.4,57.382716049382715,6.555712270803949,0.3554301833568406,3.111111111111111,12.6,0.2469135802469135,0.7681755829903978,10.543051546391755,-0.40955245852231187,27.646142773395553,,,
21,11,193,1255,8704,725.3333333333334,45.09844559585492,6.935458167330677,0.1800796812749004,1.1709844559585492,18.83333333333333,0.0621761658031088,0.0728073236865419,9.44809660724554,-0.4379564105525522,21.0113012543952,,,
22,18,129,894,6048,318.3157894736842,46.883720930232556,6.76510067114094,0.8031319910514542,5.565891472868217,37.78947368421053,0.1472868217054263,0.8197824649960941,9.417882938978831,-0.4134251221033612,23.882940533791167,,,
23,7,80,531,3762,470.25,47.025,7.084745762711864,0.519774011299435,3.45,34.5,0.1,0.345,9.631206784083492,-0.4703278650437026,20.369915254237288,,,
24,12,201,1368,8784,675.6923076923077,43.701492537313435,6.421052631578948,0.2587719298245614,1.7611940298507462,27.23076923076923,0.0646766169154228,0.1139080715823865,8.241919720767886,-0.44124606965014906,20.70751505629746,,,
25,5,37,301,1968,328.0,53.189189189189186,6.538205980066445,3.176079734219269,25.83783783783784,159.33333333333334,0.1621621621621621,4.189919649379109,10.49601918465228,-0.5147206293162297,21.575798389751878,,,
,,,,,,,,,,,,,,,,,,
